/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00011/movieframe/frame_066078.png,306,511,411,615,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00011/movieframe/frame_082021.png,184,536,329,680,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00011/movieframe/frame_085225.png,11,430,106,524,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00011/movieframe/frame_089850.png,265,572,354,660,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00011/movieframe/frame_098884.png,274,396,369,490,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00011/movieframe/frame_100925.png,256,538,419,700,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00011/movieframe/frame_103359.png,333,383,444,493,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00011/movieframe/frame_105109.png,316,426,489,598,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00011/movieframe/frame_105609.png,555,504,702,650,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00011/movieframe/frame_106359.png,499,473,652,625,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00011/movieframe/frame_107638.png,559,518,653,612,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00013/movieframe/frame_047462.png,592,542,695,644,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00013/movieframe/frame_047613.png,554,491,657,593,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00013/movieframe/frame_060928.png,562,538,665,640,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00013/movieframe/frame_061428.png,515,412,638,534,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00013/movieframe/frame_062678.png,402,418,531,546,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00013/movieframe/frame_063178.png,84,630,235,720,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00013/movieframe/frame_063678.png,122,599,273,720,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00013/movieframe/frame_064178.png,409,494,488,572,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00013/movieframe/frame_065178.png,550,666,629,720,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00013/movieframe/frame_065428.png,396,529,475,607,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00013/movieframe/frame_065953.png,418,546,497,624,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00017/movieframe/frame_093379.png,694,418,783,506,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00017/movieframe/frame_094240.png,426,301,563,437,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00017/movieframe/frame_094422.png,668,445,767,543,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00017/movieframe/frame_095893.png,474,239,551,315,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00017/movieframe/frame_096092.png,681,332,780,430,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00017/movieframe/frame_097468.png,475,210,574,308,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00017/movieframe/frame_097593.png,627,275,726,374,root
/data/input/IMA/train/IMA_root/season1+2+3/kitaguchi/case00017/movieframe/frame_097829.png,790,385,889,483,root
